CNO,SEX,AGGT,DIV,DETAILED-SUBJECTS,center_id
S0209/0170,F,31,IV,CIV:F;HIST:F;GEO:F;E-D-KIISLAMU:F;KISW:C;ENGL:F;CHEM:D;BIO:D;B-MATH:F,s0209
S0209/0171,F,26,IV,CIV:D;HIST:D;GEO:D;F.ART:C;KISW:D;ENGL:D;BIO:C;B-MATH:F,s0209
S0209/0172,F,31,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:F;CHEM:D;BIO:D;B-MATH:F,s0209
S0209/0173,F,28,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:D;CHEM:F;BIO:C;B-MATH:F;FOOD:D,s0209
S0209/0174,F,25,III,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;FREN:D;CHEM:C;BIO:C;B-MATH:D,s0209
S0209/0175,F,21,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;CHEM:C;BIO:C;B-MATH:F;FOOD:C,s0209
S0209/0176,F,21,II,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:D;FREN:C;CHEM:C;BIO:C;B-MATH:C,s0209
S0209/0177,F,22,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;FREN:D;CHEM:C;BIO:B;B-MATH:F,s0209
S0209/0178,F,29,IV,CIV:F;HIST:D;GEO:F;KISW:C;ENGL:D;FREN:F;CHEM:D;BIO:D;B-MATH:F,s0209
S0209/0179,F,31,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0209
S0209/0180,F,32,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0209
S0209/0181,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;CHEM:D;BIO:D;B-MATH:F;FOOD:C,s0209
S0209/0182,F,23,III,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;FREN:F;CHEM:D;BIO:C;B-MATH:F,s0209
S0209/0183,F,24,III,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;LIT;ENG:C;CHEM:C;BIO:C;B-MATH:F,s0209
S0209/0184,F,25,III,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;CHEM:C;BIO:C;B-MATH:D,s0209
S0209/0185,F,28,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;CHEM:D;BIO:D;B-MATH:F;FOOD:X,s0209
S0209/0186,F,33,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:F;CHEM:F;BIO:F;B-MATH:F;TEXTILE:F,s0209
S0209/0187,F,18,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:B;CHEM:B;BIO:C;B-MATH:C,s0209
S0209/0188,F,22,III,CIV:D;HIST:C;GEO:D;KISW:B;ENGL:C;CHEM:C;BIO:C;B-MATH:D,s0209
S0209/0189,F,21,II,CIV:D;HIST:C;GEO:C;E-D-KIISLAMU:D;KISW:B;ENGL:D;CHEM:C;BIO:C;B-MATH:C,s0209
S0209/0190,F,22,III,CIV:D;HIST:D;GEO:D;KISW:B;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0209
S0209/0191,F,24,III,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:D;CHEM:X;BIO:C;B-MATH:F;FOOD:C,s0209
S0209/0192,F,35,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0209
S0209/0193,F,29,IV,CIV:D;HIST:F;GEO:F;F.ART:D;KISW:C;ENGL:F;CHEM:D;BIO:D;B-MATH:F,s0209
S0209/0194,F,32,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0209
S0209/0195,F,15,I,CIV:B;HIST:C;GEO:C;KISW:B;ENGL:C;PHY:B;CHEM:B;BIO:B;B-MATH:B,s0209
S0210/0001,F,25,III,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:D;B-MATH:D,s0210
S0210/0002,F,29,IV,CIV:D;HIST:F;GEO:F;B-KNOWL:F;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0210
S0210/0003,F,29,IV,CIV:D;HIST:F;GEO:F;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0210
S0210/0004,F,26,IV,CIV:C;HIST:D;GEO:C;B-KNOWL:D;KISW:D;ENGL:D;CHEM:D;BIO:D;B-MATH:F,s0210
S0210/0005,F,28,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0210
S0210/0006,F,28,IV,CIV:F;HIST:D;GEO:D;B-KNOWL:D;KISW:C;ENGL:D;CHEM:F;BIO:D;B-MATH:F,s0210
S0210/0007,F,24,III,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:D;ENGL:B;PHY:D;BIO:C;B-MATH:F,s0210
S0210/0008,F,21,II,CIV:C;HIST:D;GEO:D;B-KNOWL:B;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0210
S0210/0009,F,25,III,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;CHEM:D;BIO:D;B-MATH:F,s0210
S0210/0010,F,21,III,CIV:C;HIST:D;GEO:C;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:F,s0210
S0210/0011,F,28,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:B;ENGL:D;BIO:F;B-MATH:F,s0210
S0210/0012,F,28,IV,CIV:D;HIST:D;GEO:F;B-KNOWL:D;KISW:C;ENGL:D;CHEM:F;BIO:D;B-MATH:F,s0210
S0210/0013,F,23,III,CIV:B;HIST:C;GEO:C;B-KNOWL:F;KISW:B;ENGL:D;BIO:D;B-MATH:F,s0210
S0210/0014,F,31,IV,CIV:F;HIST:F;GEO:D;B-KNOWL:F;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0210
S0210/0015,F,30,IV,CIV:D;HIST:F;GEO:F;KISW:C;ENGL:D;PHY:F;CHEM:F;BIO:D;B-MATH:F,s0210
S0210/0016,F,26,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0210
S0210/0017,F,24,III,CIV:C;HIST:D;GEO:D;B-KNOWL:D;KISW:C;ENGL:B;BIO:D;B-MATH:D,s0210
S0210/0018,F,19,II,CIV:B;HIST:C;GEO:C;B-KNOWL:D;KISW:C;ENGL:B;PHY:C;BIO:C;B-MATH:D,s0210
S0210/0019,F,24,III,CIV:C;HIST:D;GEO:D;B-KNOWL:D;KISW:B;ENGL:C;BIO:D;B-MATH:F,s0210
S0210/0020,F,22,III,CIV:C;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:B;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0210
S0210/0021,F,31,IV,CIV:F;HIST:F;GEO:D;B-KNOWL:F;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0210
S0210/0022,F,24,III,CIV:C;HIST:D;GEO:D;B-KNOWL:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:D;B-MATH:F,s0210
S0210/0023,F,25,III,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;CHEM:D;BIO:D;B-MATH:F,s0210
S0210/0024,F,29,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:C;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0210
S0210/0025,F,21,II,CIV:C;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:B;PHY:D;BIO:B;B-MATH:D,s0210
S0210/0026,F,26,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0210
S0210/0027,F,25,III,CIV:D;HIST:D;GEO:F;B-KNOWL:F;KISW:B;ENGL:B;PHY:D;BIO:D;B-MATH:F,s0210
S0210/0028,F,27,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:F;KISW:C;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0210
S0210/0029,F,26,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0210
S0210/0030,F,26,IV,CIV:C;HIST:D;GEO:D;B-KNOWL:F;KISW:C;ENGL:D;CHEM:D;BIO:D;B-MATH:F,s0210
S0210/0031,F,27,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0210
S0210/0032,F,30,IV,CIV:F;HIST:D;GEO:F;B-KNOWL:D;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0210
S0210/0033,F,25,III,CIV:C;HIST:D;GEO:D;B-KNOWL:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0210
S0210/0034,F,20,III,CIV:C;HIST:D;GEO:C;B-KNOWL:C;KISW:C;ENGL:B;CHEM:C;BIO:C;B-MATH:F,s0210
S0210/0035,F,23,III,CIV:C;HIST:D;GEO:D;B-KNOWL:D;KISW:C;ENGL:B;CHEM:D;BIO:C;B-MATH:F,s0210
S0210/0036,F,27,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:F;KISW:C;ENGL:C;CHEM:D;BIO:D;B-MATH:F,s0210
S0210/0037,F,25,III,CIV:C;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0210
S0210/0038,F,24,III,CIV:D;HIST:F;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:D;B-MATH:F,s0210
S0210/0039,F,25,III,CIV:D;HIST:D;GEO:F;B-KNOWL:D;KISW:C;ENGL:C;PHY:C;CHEM:D;BIO:D;B-MATH:F,s0210
S0210/0040,F,22,III,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0210
S0210/0041,F,32,IV,CIV:F;HIST:F;GEO:F;B-KNOWL:D;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0210
S0210/0042,F,26,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:D;KISW:C;ENGL:C;CHEM:D;BIO:D;B-MATH:F,s0210
S0210/0043,F,25,III,CIV:C;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:C;CHEM:C;BIO:D;B-MATH:F,s0210
S0210/0044,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0210
S0210/0045,F,31,IV,CIV:D;HIST:F;GEO:D;B-KNOWL:F;KISW:D;ENGL:D;CHEM:F;BIO:F;B-MATH:F,s0210
S0210/0046,F,27,IV,CIV:F;HIST:D;GEO:D;B-KNOWL:D;KISW:D;ENGL:C;PHY:D;BIO:D;B-MATH:D,s0210
S0210/0047,F,33,IV,CIV:F;HIST:F;GEO:F;B-KNOWL:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0210
S0210/0048,F,24,III,CIV:D;HIST:D;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;CHEM:C;BIO:D;B-MATH:F,s0210
S0210/0049,F,24,III,CIV:C;HIST:D;GEO:D;B-KNOWL:C;KISW:B;ENGL:D;BIO:D;B-MATH:D,s0210
S0210/0050,F,31,IV,CIV:F;HIST:D;GEO:F;B-KNOWL:F;KISW:D;ENGL:D;CHEM:D;BIO:F;B-MATH:F,s0210
S0210/0051,F,23,III,CIV:C;HIST:F;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;CHEM:C;BIO:D;B-MATH:F,s0210
S0212/0001,F,22,III,CIV:D;HIST:D;GEO:C;KISW:B;ENGL:C;PHY:F;CHEM:C;BIO:D;B-MATH:D;FOOD:C,s0212
S0212/0002,F,21,III,CIV:C;HIST:C;GEO:D;KISW:B;ENGL:C;PHY:F;CHEM:D;BIO:C;B-MATH:F;FOOD:C,s0212
S0212/0003,F,30,IV,CIV:F;HIST:D;GEO:F;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0004,F,23,III,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;CHEM:D;BIO:D;B-MATH:F;FOOD:C,s0212
S0212/0005,F,25,III,CIV:B;HIST:C;GEO:F;KISW:C;ENGL:D;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0212
S0212/0006,F,30,IV,CIV:D;HIST:C;GEO:D;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0212
S0212/0007,F,30,IV,CIV:D;HIST:C;GEO:D;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0212
S0212/0008,F,31,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0212
S0212/0009,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:F;PHY:F;CHEM:C;BIO:D;B-MATH:D,s0212
S0212/0010,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:D;B-MATH:F;FOOD:C,s0212
S0212/0011,F,29,IV,CIV:F;HIST:D;GEO:D;KISW:C;ENGL:F;BIO:D;B-MATH:D,s0212
S0212/0012,F,26,IV,CIV:D;HIST:D;GEO:F;KISW:C;ENGL:F;PHY:F;CHEM:D;BIO:D;B-MATH:D;FOOD:C,s0212
S0212/0013,F,31,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0212
S0212/0014,F,27,IV,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0212
S0212/0015,F,26,IV,CIV:D;HIST:D;GEO:F;KISW:C;ENGL:C;BIO:D;B-MATH:F;FOOD:C,s0212
S0212/0016,F,29,IV,CIV:D;HIST:C;GEO:F;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0017,F,15,I,CIV:B;HIST:B;GEO:B;KISW:C;ENGL:C;PHY:D;CHEM:B;BIO:B;B-MATH:D;FOOD:B,s0212
S0212/0018,F,19,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:B;B-MATH:C;FOOD:B,s0212
S0212/0019,F,27,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0020,F,32,IV,CIV:F;HIST:D;GEO:D;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0212
S0212/0021,F,30,IV,CIV:F;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0022,F,18,II,CIV:B;HIST:B;GEO:D;KISW:C;ENGL:B;PHY:D;CHEM:C;BIO:B;B-MATH:D,s0212
S0212/0023,F,20,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:D;PHY:D;CHEM:B;BIO:C;B-MATH:C,s0212
S0212/0024,F,27,IV,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0025,F,24,III,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:F;CHEM:D;BIO:C;B-MATH:D;FOOD:B,s0212
S0212/0026,F,28,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:D;B-MATH:F;FOOD:C,s0212
S0212/0027,F,23,III,CIV:C;HIST:C;GEO:D;KISW:D;ENGL:B;PHY:F;CHEM:D;BIO:D;B-MATH:F;FOOD:C,s0212
S0212/0028,F,33,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0212
S0212/0029,F,19,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C;FOOD:A,s0212
S0212/0030,F,28,IV,CIV:C;HIST:D;GEO:F;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0031,F,25,III,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:D;CHEM:D;BIO:D;B-MATH:F;FOOD:C,s0212
S0212/0032,F,28,IV,CIV:D;HIST:C;GEO:D;KISW:D;ENGL:C;BIO:F;B-MATH:F,s0212
S0212/0033,F,29,IV,CIV:D;HIST:C;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0212
S0212/0034,F,27,IV,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:D;BIO:F;B-MATH:D,s0212
S0212/0035,F,28,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0036,F,21,II,CIV:C;HIST:B;GEO:D;KISW:C;ENGL:C;PHY:F;CHEM:D;BIO:C;B-MATH:D;FOOD:C,s0212
S0212/0037,F,27,IV,CIV:C;HIST:C;GEO:F;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0038,F,31,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0212
S0212/0039,F,29,IV,CIV:D;HIST:D;GEO:F;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0040,F,31,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F;FOOD:D,s0212
S0212/0041,F,31,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0212
S0212/0042,F,26,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:C;B-MATH:F,s0212
S0212/0043,F,26,IV,CIV:C;HIST:C;GEO:D;KISW:D;ENGL:C;BIO:D;B-MATH:F,s0212
S0212/0044,F,17,I,CIV:B;HIST:B;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:B;BIO:D;B-MATH:D;FOOD:B,s0212
S0212/0045,F,20,III,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:B;BIO:C;B-MATH:F;FOOD:B,s0212
S0212/0046,F,23,III,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F;FOOD:B,s0212
S0212/0047,F,31,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:F;PHY:F;CHEM:F;BIO:D;B-MATH:F,s0212
S0212/0048,F,26,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:F;CHEM:C;BIO:D;B-MATH:D;FOOD:C,s0212
S0212/0049,F,31,IV,CIV:D;HIST:C;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0212
S0212/0050,F,34,FLD,CIV:F;HIST:D;GEO:F;KISW:F;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0212
S0212/0051,F,24,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F;FOOD:C,s0212
S0212/0052,F,23,III,CIV:B;HIST:D;GEO:C;KISW:C;ENGL:D;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0212
S0212/0053,F,27,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0054,F,32,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0212
S0212/0055,F,16,I,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:C;PHY:C;CHEM:A;BIO:B;B-MATH:C;FOOD:B,s0212
S0212/0056,F,26,IV,CIV:D;HIST:C;GEO:D;KISW:D;ENGL:D;BIO:D;B-MATH:F;FOOD:C,s0212
S0212/0057,F,20,II,CIV:C;HIST:C;GEO:D;KISW:B;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0212
S0212/0058,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:B;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0059,F,18,II,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:C;PHY:D;CHEM:C;BIO:B;B-MATH:D;FOOD:B,s0212
S0212/0060,F,33,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0212
S0212/0061,F,22,III,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:C;BIO:C;B-MATH:F;FOOD:B,s0212
S0212/0062,F,27,IV,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0063,F,22,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:B;PHY:F;CHEM:D;BIO:D;B-MATH:F;FOOD:B,s0212
S0212/0064,F,21,III,CIV:B;HIST:D;GEO:D;KISW:C;ENGL:B;CHEM:D;BIO:D;B-MATH:F;FOOD:B,s0212
S0212/0065,F,29,IV,CIV:F;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0066,F,24,III,CIV:D;HIST:D;GEO:F;KISW:C;ENGL:C;PHY:F;CHEM:C;BIO:D;B-MATH:D;FOOD:C,s0212
S0212/0067,F,22,III,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:C;PHY:D;CHEM:C;BIO:D;B-MATH:C,s0212
S0212/0068,F,20,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D;FOOD:B,s0212
S0212/0069,F,25,III,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:C;BIO:D;B-MATH:F,s0212
S0212/0070,F,28,IV,CIV:D;HIST:C;GEO:D;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0071,F,17,I,CIV:C;HIST:D;GEO:C;KISW:D;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:C;FOOD:B,s0212
S0212/0072,F,26,IV,CIV:C;HIST:C;GEO:D;KISW:D;ENGL:D;BIO:C;B-MATH:F,s0212
S0212/0073,F,*E,*E,,s0212
S0212/0074,F,25,III,CIV:C;HIST:D;GEO:C;KISW:D;ENGL:C;BIO:C;B-MATH:F,s0212
S0212/0075,F,14,I,CIV:B;HIST:B;GEO:B;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:B;FOOD:B,s0212
S0212/0076,F,33,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0212
S0212/0077,F,27,IV,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0078,F,25,III,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:F;BIO:D;B-MATH:F;FOOD:C,s0212
S0212/0079,F,24,III,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:C;BIO:C;B-MATH:D,s0212
S0212/0080,F,18,II,CIV:B;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:C;FOOD:B,s0212
S0212/0081,F,32,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0212
S0212/0082,F,29,IV,CIV:D;HIST:D;GEO:F;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0083,F,30,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0084,F,28,IV,CIV:D;HIST:D;GEO:F;KISW:F;ENGL:D;PHY:D;BIO:D;B-MATH:F;FOOD:C,s0212
S0212/0085,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;BIO:C;B-MATH:F,s0212
S0212/0086,F,28,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:C;B-MATH:F,s0212
S0212/0087,F,32,IV,CIV:F;HIST:D;GEO:D;KISW:F;ENGL:F;BIO:D;B-MATH:F,s0212
S0212/0088,F,16,I,CIV:C;HIST:B;GEO:B;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:D;FOOD:B,s0212
S0212/0089,F,21,III,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:F;FOOD:C,s0212
S0212/0090,F,19,II,CIV:D;HIST:B;GEO:C;KISW:C;ENGL:B;PHY:D;CHEM:C;BIO:B;B-MATH:D,s0212
S0212/0091,F,32,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0212
S0212/0092,F,32,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0212
S0212/0093,F,24,III,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:C;BIO:C;B-MATH:D,s0212
S0212/0094,F,28,IV,CIV:C;HIST:D;GEO:F;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0095,F,33,IV,CIV:F;HIST:D;GEO:F;KISW:F;ENGL:F;BIO:D;B-MATH:F,s0212
S0212/0096,F,24,III,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:D;BIO:C;B-MATH:F,s0212
S0212/0097,F,22,III,CIV:C;HIST:B;GEO:D;KISW:C;ENGL:B;BIO:C;B-MATH:F,s0212
S0212/0098,F,20,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:F,s0212
S0212/0099,F,27,IV,CIV:D;HIST:F;GEO:C;KISW:C;ENGL:D;BIO:C;B-MATH:F,s0212
S0212/0100,F,29,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:D;CHEM:F;BIO:D;B-MATH:F,s0212
S0212/0101,F,25,III,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:F;CHEM:D;BIO:D;B-MATH:D;FOOD:B,s0212
S0212/0102,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0212
S0212/0103,F,22,III,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;PHY:F;CHEM:D;BIO:C;B-MATH:D;FOOD:C,s0212
S0212/0104,F,28,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0105,F,29,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0106,F,29,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:D;B-MATH:F;FOOD:C,s0212
S0212/0107,F,26,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F;FOOD:C,s0212
S0212/0108,F,28,IV,CIV:D;HIST:C;GEO:F;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0212
S0212/0109,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0212
S0212/0110,F,13,I,CIV:C;HIST:B;GEO:C;KISW:B;ENGL:B;PHY:B;CHEM:B;BIO:A;B-MATH:C;FOOD:B,s0212
S0212/0111,F,27,IV,CIV:F;HIST:D;GEO:D;KISW:D;ENGL:C;CHEM:D;BIO:D;B-MATH:D,s0212
S0212/0112,F,20,II,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D;FOOD:B,s0212
S0212/0113,F,29,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:D;PHY:F;CHEM:D;BIO:C;B-MATH:F,s0212
S0212/0114,F,31,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0212
S0212/0115,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0212
S0212/0116,F,18,II,CIV:B;HIST:B;GEO:D;KISW:B;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0212
